,TreeID,SPCD,DIA_cm,HT_m,CR,STATUSCD,PlotID,EXP_tph,CUT,TAG,X_m,Y_m
0,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,165.52627536641117,142.99622730288874
1,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,181.40231544085535,102.76005967038375
2,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,25.677228773682813,165.7567703418459
3,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,157.8390088695708,197.3737511614493
4,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,116.6222719981263,125.52582113980633
5,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,87.89341220194333,30.90627755070525
6,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,85.04501089347072,18.75687180927621
7,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,103.43799773383216,181.52897322508255
8,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,12.449723475537631,151.57063378732846
9,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,18.252534853379675,117.98751283585769
10,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,100.7470145200071,139.44344079375168
11,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,47.19648606520628,139.6283979431493
12,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,179.7482641922811,43.909679666371936
13,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,147.73078470329298,155.36416613782774
14,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,15.412800968045405,160.13796657656542
15,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,62.233869687632584,79.51171108742732
16,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,128.39083249366513,115.2653771289915
17,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,191.94454369978908,5.346667212357437
18,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,45.449982067429026,29.951894487397123
19,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,75.96601678221822,139.2230907933147
20,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,172.21061183799597,109.33870160405375
21,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,60.01521834749417,151.84814316852012
22,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,92.08993876169814,137.10521594212923
23,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,96.51942022624968,105.74283485364984
24,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,82.19400256522167,62.156554275027375
25,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,25.230777160112304,181.03881438524044
26,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,161.46557617943182,28.556290782508633
27,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,117.6026021786079,82.51622722364343
28,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,4.012989597817462,115.34932442220654
29,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,41.02219356733632,88.71733111899967
30,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,47.96543057424651,126.36607674844154
31,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,197.29438636602023,105.32924134769571
32,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,173.59996999365848,60.01978227884093
33,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,59.65610570452944,37.19429131546772
34,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,19.318558849031508,184.41983639417953
35,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,132.0151407420769,175.5360456859481
36,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,26.359973466701646,59.07787370783038
37,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,91.20336978893845,65.1489702372255
38,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,51.30271785255387,147.79725003775363
39,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,73.42638836781954,156.97635832724498
40,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,128.83427071944004,65.98596323282699
41,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,146.31692606559173,124.21241811954908
42,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,76.13029231191584,21.44804937659373
43,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,104.89131682753874,103.85462390665047
44,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,3.057912467830892,45.49742380745372
45,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,115.82051336626904,167.14973666629297
46,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,178.1395632751263,53.09485178790383
47,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,34.24049817623467,173.74785011050332
48,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,4.385154493439214,159.41117223993427
49,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,13.775251662496558,79.19073732945823
50,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,65.77385503839304,105.9415387110756
51,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,24.925525988727703,110.52343948572516
52,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,65.18051436284877,164.63430505035274
53,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,4.685414271433652,65.27602377110071
54,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,125.87066482932224,119.95533401322112
55,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,132.23885414617052,198.76321876469677
56,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,45.52714114795799,106.30244104853254
57,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,81.3702499229498,83.41191520736267
58,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,10.170273494426008,30.393194502925255
59,31453810010690,122,58.67400000000001,26.8224,0.65,1,31453794010690,6.018046,False,,70.8403142858792,116.5650265760041
60,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,69.65308927853341,186.0243612594033
61,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,98.39369731724544,178.97102842467427
62,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,53.874585804892305,36.38489127509945
63,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,198.6524429487619,148.20478546227648
64,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,56.04477164164532,144.1450433219201
65,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,155.12446501906635,84.21750543364324
66,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,143.9046054343454,85.78524533243841
67,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,73.23947644197644,167.2333888348169
68,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,78.18806753751785,151.15014010092625
69,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,131.47088459755193,36.362522883792
70,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,184.62541083473184,22.89450106488402
71,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,117.29641725371935,68.52643561047229
72,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,13.794579500077742,61.80483099460559
73,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,159.18527582707625,16.90479524202617
74,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,19.6913809234875,47.124513134896226
75,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,100.22160834669025,161.0863450654501
76,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,129.93660056909724,10.094050272280477
77,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,179.72965040898794,136.01780369244383
78,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,173.44282939981392,8.90466074021965
79,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,135.95697825067185,95.45782566684302
80,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,59.706153351613224,127.46603088297334
81,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,25.39952946624229,104.22883995071987
82,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,35.09396534778131,123.78481424853469
83,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,1.0802982291116203,199.28138795022372
84,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,188.4280571813299,0.1993605205122595
85,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,106.27100156744253,15.049146118270553
86,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,173.18066969490835,127.21698942688708
87,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,26.848206855085465,158.0220232292278
88,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,135.4765300803187,191.7907745697868
89,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,6.964550343198939,181.74782968527592
90,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,147.80946547945769,3.1383293616923824
91,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,191.79548103967775,117.0397732630976
92,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,58.91125386678808,52.62926821053349
93,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,154.6234998085446,163.62810113355937
94,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,164.57307223474194,119.55784258782124
95,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,199.97112532125809,191.65211784823853
96,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,173.52355449433784,152.01484331148097
97,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,87.22286829943985,131.5780038866769
98,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,14.930718176423197,37.55821192652178
99,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,154.79809423767648,14.137184048329354
100,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,148.34923436540643,169.75544538206242
101,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,111.5492886783334,81.2324807053497
102,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,193.6254733707788,55.26384497640573
103,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,97.86084047038196,145.86432593027791
104,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,119.92403094242874,158.636823518667
105,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,126.77987667521286,165.33441498459837
106,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,125.2064994857936,108.62588583585033
107,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,134.8107036303916,43.93041468236816
108,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,63.90341766862227,59.40028779731645
109,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,153.38326610558843,149.46702575715233
110,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,152.98487184687886,113.62577484247063
111,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,107.90093954109328,61.45159700409573
112,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,176.12573972069092,87.2622260724604
113,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,87.42134114754077,95.09069644747316
114,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,94.40393508228368,2.7436400791732485
115,31453808010690,122,54.102,23.4696,0.45,1,31453794010690,6.018046,False,,111.52056001767552,17.494897341280247
